name,name_ar,updated_en,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Msakat Mlabs Khshb,مساكات ملابس خشب,Msakat Mlabs Khshb,ITM-06755,,General,pcs,,0.00,0.00,0,5,yes
Msakat Thyab Blastyk,مساكات ثياب بلاستيك,Msakat Thyab Blastyk,ITM-06748,,General,pcs,,0.00,0.00,0,5,yes
Msas Hlwa Yamy Bshkl Qlb1280j,مصاص حلوى يامي بشكل قلب1280ج,Msas Hlwa Yamy Bshkl Qlb1280j 1280g,ITM-02064,,General,kg,,0.00,0.00,0,5,yes
Msatr 2612,مساطر 2612,Msatr 2612,ITM-01384,,General,pcs,,0.00,0.00,0,5,yes
Msatr Rsm Ywtan,مساطر رسم يوتان,Msatr Rsm Ywtan,ITM-00669,,General,pcs,,0.00,0.00,0,5,yes
Msdas Nbl Alaab Atfal Rqm 2156,مسداس نبل ألعاب أطفال رقم 2156,Msdas Nbl Alaab Atfal Rqm 2156,ITM-16080,,Baby Care,pcs,,0.00,0.00,0,5,yes
Msds Alaab Atfal Rqm 2084,مسدس العاب أطفال رقم 2084,Toys 2084,ITM-16221,,Baby Care,pcs,,0.00,0.00,0,5,yes
Msds Ghaz 354922,مسدس غاز 354922,Msds Ghaz 354922,ITM-07572,,General,pcs,,0.00,0.00,0,5,yes
Msds Ghaz 354924,مسدس غاز 354924,Msds Ghaz 354924,ITM-07573,,General,pcs,,0.00,0.00,0,5,yes
Msds Ghaz Alzhrany,مسدس غاز الزهراني,Msds Ghaz Alzhrany,ITM-08127,,General,pcs,,0.00,0.00,0,5,yes
Msds Ghaz Syny,مسدس غاز صيني,Msds Ghaz Syny,ITM-15490,,General,pcs,,0.00,0.00,0,5,yes
Msds Ghaz Yabany,مسدس غاز ياباني,Msds Ghaz Yabany,ITM-01168,,General,pcs,,0.00,0.00,0,5,yes
Msds Ghra 088,مسدس غراء 088,Msds Ghra 088,ITM-13275,,General,pcs,,0.00,0.00,0,5,yes
Msds Krt Alaab Atfal Rqm 0360,مسدس كرت العاب أطفال رقم 0360,Toys 0360,ITM-15585,,Baby Care,pcs,,0.00,0.00,0,5,yes
Msds Lyt,مسدس ليت,Msds Lyt,ITM-18398,,General,pcs,,0.00,0.00,0,5,yes
Msds M S,مسدس مء ص,Msds M S,ITM-18449,,General,pcs,,0.00,0.00,0,5,yes
Msds Mwya Kbyr,مسدس موية كبير,Large,ITM-18412,,General,pcs,,0.00,0.00,0,5,yes
Msdsm Kbyr,مسدسمء كبير,Large,ITM-18450,,General,pcs,,0.00,0.00,0,5,yes
Msfa Abw 10,مصفى ابو 10,MsFa Abw 10,ITM-06960,,General,pcs,,0.00,0.00,0,5,yes
Msfa Blastyk Syny 3hba,مصفى بلاستيك صيني 3حبة,3Pcs 3pcs,ITM-05992,,General,pcs,,0.00,0.00,0,5,yes
Msfa Blastyk7,مصفى بلاستيك7,MsFa Blastyk7,ITM-06958,,General,pcs,,0.00,0.00,0,5,yes
Msfa Hndy Blastyk 3hba,مصفى هندي بلاستيك 3حبة,3Pcs 3pcs,ITM-05993,,General,pcs,,0.00,0.00,0,5,yes
Msfa Rz 5ryal,مصفى رز 5ريال,5Riyal,ITM-06966,,General,pcs,,0.00,0.00,0,5,yes
Msfa Tadyl 9,مصفى تعديل 9,MsFa Tadyl 9,ITM-06959,,General,pcs,,0.00,0.00,0,5,yes
Mshabk Mlabs,مشابك ملابس,Mshabk Mlabs,ITM-17699,,General,pcs,,0.00,0.00,0,5,yes
Mshkl Almqrmsh 250j,مشكل المقرمش 250ج,Mixed 250g,ITM-03037,,General,g,,0.00,0.00,0,5,yes
Mshkl Almqrmsh 500j,مشكل المقرمش 500ج,Mixed 500g,ITM-03036,,General,g,,0.00,0.00,0,5,yes
Mshma Tghlyf Hdaya,مشمع تغليف هدايا,Mshma Tghlyf Hdaya,ITM-02639,,General,pcs,,0.00,0.00,0,5,yes
Mshmsh Akrm,مشمش اكرم,Mshmsh Akrm,ITM-07332,,General,pcs,,0.00,0.00,0,5,yes
Mshmsh Alryf 200j,مشمش الريف 200ج,Mshmsh Alryf 200j 200g,ITM-00323,,General,g,,0.00,0.00,0,5,yes
Mshn,مشن,Mshn,ITM-01061,,General,pcs,,0.00,0.00,0,5,yes
Mshn Abw 12 Ryal,مشن ابو 12 ريال,Riyal 12,ITM-06964,,General,pcs,,0.00,0.00,0,5,yes
Mshn Abw 5ryal,مشن ابو 5ريال,5Riyal,ITM-06965,,General,pcs,,0.00,0.00,0,5,yes
Mshn Hdyd Abw 10ryal,مشن حديد ابو 10ريال,10Riyal,ITM-06962,,General,pcs,,0.00,0.00,0,5,yes
Mshn Hdyd Abw 13ryal,مشن حديد ابو 13ريال,13Riyal,ITM-06963,,General,pcs,,0.00,0.00,0,5,yes
Mshn Hdyd Abw 14 Ryal,مشن حديد ابو 14 ريال,Riyal 14,ITM-06961,,General,pcs,,0.00,0.00,0,5,yes
Mshn Madn,مشن معدن,Mshn Madn,ITM-02437,,General,pcs,,0.00,0.00,0,5,yes
Mshn Rqm 34.5sm,مشن رقم 34.5سم,Mshn Rqm 34.5sm,ITM-06679,,General,pcs,,0.00,0.00,0,5,yes
Mshn Rqm 38sm,مشن رقم 38سم,Mshn Rqm 38sm,ITM-06678,,General,pcs,,0.00,0.00,0,5,yes
Mshn Rqm 40sm,مشن رقم 40سم,Mshn Rqm 40sm,ITM-06680,,General,pcs,,0.00,0.00,0,5,yes
Mshrt 2008,مشرط 2008,Mshrt 2008,ITM-01922,,General,pcs,,0.00,0.00,0,5,yes
Mshrt Mwkt,مشرط موكت,Mshrt Mwkt,ITM-00848,,General,pcs,,0.00,0.00,0,5,yes
Mshrwm Kaml Hda Q Kalyfwrnya 425jm,مشروم كامل حدائق كاليفورنيا 425جم,Hadaeq 425g,ITM-03885,,General,g,,0.00,0.00,0,5,yes
Mshrwm Qta Hda Q Kalyfwrnya 425jm,مشروم قطع حدائق كاليفورنيا 425جم,Hadaeq 425g,ITM-00303,,General,g,,0.00,0.00,0,5,yes
Msht Afrw,مشط افرو,Msht Afrw,ITM-05780,,General,pcs,,0.00,2.00,0,5,yes
Msk Lwshn Mrtb Lljsm 500m,مسك لوشن مرطب للجسم 500م,Msk Lwshn Mrtb Lljsm M 500m,ITM-10850,,General,pcs,,0.00,0.00,0,5,yes
Msn Hjra Syny,مسن حجرى صيني,Msn Hjra Syny,ITM-15604,,General,pcs,,0.00,0.00,0,5,yes
Msn Hjry,مسن حجري,Msn Hjry,ITM-01725,,General,pcs,,0.00,0.00,0,5,yes
Msn Skakyn Hjry,مسن سكاكين حجري,Msn Skakyn Hjry,ITM-05523,,General,pcs,,0.00,0.00,0,5,yes
Mstr Msk,مستر مسك,Mstr Msk,ITM-18389,,General,pcs,,0.00,0.00,0,5,yes
Mswq Rasam,مسوق راسام,Mswq Rasam,ITM-18067,,General,pcs,,0.00,7.00,0,5,yes
Msyda Hshrat,مصيدة حشرات,Msyda Hshrat,ITM-02613,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Msyda Namws,مصيدة ناموس,Peeler,ITM-07270,,General,pcs,,0.00,0.00,0,5,yes
Msyda Srasyr Lsqh,مصيدة صراصير لصقه,Msyda Srasyr Lsqh,ITM-07505,,General,pcs,,0.00,0.00,0,5,yes
Msydt F Ran Shbk,مصيدت فئران شبك,Msydt F Ran Shbk,ITM-02859,,General,pcs,,0.00,0.00,0,5,yes
Msydt Fyran Aady,مصيدت فيران عادي,Msydt Fyran Aady,ITM-02297,,General,pcs,,0.00,0.00,0,5,yes
Mta B Bnjab Astyl,مطائب بنجاب استيل,Steel,ITM-06590,,General,pcs,,0.00,0.00,0,5,yes
Mta B Zjajy Fwaka 1.4ltr,مطائب زجاجي فواكة 1.4لتر,Glass 1.4L,ITM-06605,,General,L,,0.00,0.00,0,5,yes
Mtayb 300ml,مطايب 300مل,Mtayb Ml 300ml,ITM-14797,,General,ml,,0.00,0.00,0,5,yes
Mtayb Abw 5 Ryal,مطايب ابو 5 ريال,Riyal 5,ITM-03055,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Abw 6ryal,مطايب ابو 6ريال,6Riyal,ITM-03056,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Abw 7ryal,مطايب ابو 7ريال,7Riyal,ITM-00379,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Abw 8 Ryal,مطايب ابو 8 ريال,Riyal 8,ITM-03057,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Akl Aljml 3hbat,مطايب اكل الجمل 3حبات,Mtayb Akl Aljml 3hbat,ITM-03028,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Bghta Wmlaqa Sghyr 581,مطايب بغطاء وملعقة صغير 581,Small 581,ITM-13104,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Madny Abw 6,مطايب معدني ابو 6,Mtayb Madny Abw 6,ITM-06709,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Madny Abw4,مطايب معدني ابو4,Mtayb Madny Abw4,ITM-06719,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Madny Abw7,مطايب معدني ابو7,Mtayb Madny Abw7,ITM-06710,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Zjaj,مطايب زجاج,Glass,ITM-02617,,General,pcs,,0.00,0.00,0,5,yes
Mtayb Zjaj Abw 6,مطايب زجاج ابو 6,Glass 6,ITM-06696,,General,pcs,,0.00,0.00,0,5,yes
Mtbqya Astyl,مطبقية استيل,Steel,ITM-06787,,General,pcs,,0.00,0.00,0,5,yes
Mthbt Altra Hwld 337m,مثبت الترا هولد 337م,Mthbt Altra Hwld M 337m,ITM-09381,,General,pcs,,0.00,0.00,0,5,yes
Mthbt Altra Hwld90m,مثبت الترا هولد90م,Mthbt Altra Hwld90 M 90m,ITM-09383,,General,pcs,,0.00,0.00,0,5,yes
Mthbt Brns Tshmsy90 M,مثبت برنس تشمسي90 م,Mthbt Brns Tshmsy90 M 90m,ITM-09384,,General,pcs,,0.00,0.00,0,5,yes
Mthlth Khrba Y,مثلث كهربائي,Electric,ITM-06127,,General,pcs,,0.00,0.00,0,5,yes
Mthna Bn,مطحنة بن,Mthna Bn,ITM-02877,,General,pcs,,0.00,0.00,0,5,yes
Mthna Bn Hay Mks 128,مطحنة بن هاي مكس 128,Mthna Bn Hay Mks 128,ITM-07716,,General,pcs,,0.00,0.00,0,5,yes
Mthna Bn Hay Mks 200wat,مطحنة بن هاي مكس 200واط,Mthna Bn Hay Mks 200wat,ITM-07714,,General,pcs,,0.00,0.00,0,5,yes
Mthna Bn Hay Mks 200wat Byq B,مطحنة بن هاي مكس 200واط بيق ب,Mthna Bn Hay Mks 200wat Byq B,ITM-07715,,General,pcs,,0.00,0.00,0,5,yes
Mthna Bn Hay Mks Aswad 311,مطحنة بن هاي مكس اسواد 311,Mthna Bn Hay Mks Aswad 311,ITM-07713,,General,pcs,,0.00,0.00,0,5,yes
Mtyb 555 Rqm 16,مطيب 555 رقم 16,Mtyb Rqm 555,ITM-10196,,General,pcs,,0.00,0.00,0,5,yes
Mtyba 555 Rqm 18,مطيبة 555 رقم 18,Mtyba Rqm 555,ITM-05298,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Abw 20sm,مطيبة ابو 20سم,Mtyba Abw 20sm,ITM-06702,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Abw 555rqm 22sm,مطيبة ابو 555رقم 22سم,Mtyba Abw 555rqm 22sm,ITM-06589,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Bnjab 8,مطيبة استيل بنجاب 8,Steel 8,ITM-06763,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Klwd Rqm 14,مطيبة استيل كلود رقم 14,Steel 14,ITM-06769,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Klwd Rqm 18,مطيبة استيل كلود رقم 18,Steel 18,ITM-06766,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Klwd Rqm 24,مطيبة استيل كلود رقم 24,Steel 24,ITM-06767,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Klwd Rqm22,مطيبة استيل كلود رقم22,Steel 22,ITM-06764,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Astyl Klwdrqm 16,مطيبة استيل كلودرقم 16,Steel 16,ITM-06765,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Bankj Aksbwrt 26sm,مطيبة بانكج اكسبورت 26سم,Mtyba Bankj Aksbwrt 26sm,ITM-06666,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Khshbyh,مطيبة خشبيه,Wood,ITM-06768,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Madnya Mhbba Dhat Ghta 14,مطيبة معدنية محببة ذات غطاء14,Mtyba Madnya Mhbba Dhat Ghta 14,ITM-06593,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Madnya Mhbba Dhat Ghta 16,مطيبة معدنية محببة ذات غطاء16,Mtyba Madnya Mhbba Dhat Ghta 16,ITM-06595,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Zjajy Dyrlks A,مطيبة زجاجي ديرلكس أ,Glass,ITM-06607,,General,pcs,,0.00,0.00,0,5,yes
Mtyba Zjajy Dyrlks Kbyr,مطيبة زجاجي ديرلكس كبير,Glass Large,ITM-06610,,General,pcs,,0.00,0.00,0,5,yes
Mumtaz 10 Tea Bags,mumtaz 10 شاي bags,Mumtaz Tea Bags 10,804,,Beverages,pcs,,0.00,15.00,0,5,yes
Must711438,Must711438,Must711438,815,,General,pcs,,0.00,0.00,0,5,yes
Mustard 70G,Mustard 70G,Mustard 70G,1062,,General,g,,0.00,2.00,0,5,yes
Mustard Oil 400Ml,mustard زيت 400ml,Mustard Oil 400ml,1429,,Oils & Ghee,ml,,0.00,10.00,0,5,yes
Mustard oil 250ml,Mustard زيت 250ml,Mustard Oil 250ml,816,,Oils & Ghee,ml,,0.00,6.00,0,5,yes
Mustard oil Pran,Mustard زيت Pran,Mustard Oil Pran,814,,Oils & Ghee,pcs,,0.00,9.00,0,5,yes
Mwba Llmlabs3ltr,موبى للملابس3لتر,Mwba Llmlabs3 Ltr 3L,ITM-03254,,General,L,,0.00,0.00,0,5,yes
Mwbayly,موبايلي,Mwbayly,ITM-09759,,General,pcs,,0.00,0.00,0,5,yes
Mwby Akyas Nfayat 55jalwn,موبي اكياس نفايات 55جالون,Mwby Akyas Nfayat 55jalwn,ITM-16696,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Mwby Laym Llshwn 950ml,موبي لايم للصحون 950مل,Mwby Laym Llshwn Ml 950ml,ITM-10356,,General,L,,0.00,0.00,0,5,yes
Mwby Mnam Wmatr Llaqmsha 2ltr,موبي منعم ومعطر للاقمشة 2لتر,Mwby Mnam Wmatr Llaqmsha Ltr 2L,ITM-17585,,Personal Care,L,,0.00,0.00,0,5,yes
Mwby Mnam Wmatr2ltr,موبي منعم ومعطر2لتر,Mwby Mnam Wmatr2 Ltr 2L,ITM-12007,,Personal Care,L,,0.00,0.00,0,5,yes
Mwby Sfra Taam 100 Qtaa,موبي سفرة طعام 100 قطعة,Mwby Sfra Taam Qtaa 100,ITM-16722,,General,pcs,,0.00,0.00,0,5,yes
Mwdy Lymwn 300m,مودي ليمون 300م,Mwdy Lymwn M 300m,ITM-10634,,General,pcs,,0.00,0.00,0,5,yes
Mwdy Lymwn 355m,مودي ليمون 355م,Mwdy Lymwn M 355m,ITM-10640,,General,pcs,,0.00,0.00,0,5,yes
Mwdy Rman 355m,مودي رمان 355م,Mwdy Rman M 355m,ITM-10641,,Fresh Produce,pcs,,0.00,0.00,0,5,yes
Mwf Alam Aljsm 100j,موف الام الجسم 100ج,Mwf Alam Aljsm 100j 100g,ITM-12340,,General,g,,0.00,16.00,0,5,yes
Mwf Dhan Alhba Alswda 50ml,موف دهان الحبة السوداء 50مل,50ml,ITM-07165,,General,ml,,0.00,0.00,0,5,yes
Mwf Raha Fwrya50j,موف راحة فورية50ج,Instant50 50g,ITM-11167,,General,g,,0.00,0.00,0,5,yes
Mwhwjw,موهوجو,Mwhwjw,ITM-18314,,General,pcs,,0.00,0.00,0,5,yes
Mwj 8 Qta Lyf Madny Qwy Rwl,موج 8 قطع ليف معدني قوي رول,Mwj Qta Lyf Madny Qwy Rwl 8,ITM-13616,,General,pcs,,0.00,0.00,0,5,yes
Mwj Altnzyf Alqwy 5 Hbat,موج التنظيف القوي 5 حبات,Mwj Altnzyf Alqwy Hbat 5,ITM-03472,,General,pcs,,0.00,0.00,0,5,yes
Mwj Lyf Madny Qwy 12 Qtaa,موج ليف معدني قوي 12 قطعة,Mwj Lyf Madny Qwy Qtaa 12,ITM-04252,,General,pcs,,0.00,0.00,0,5,yes
Mwj Lyf Shwn 1 Qtaa,موج ليف صحون 1 قطعة,Mwj Lyf Shwn Qtaa 1,ITM-00330,,General,pcs,,0.00,0.00,0,5,yes
Mwj Mknsa Naama Aytaly,موج مكنسة ناعمة ايطالي,Mwj Mknsa Naama Aytaly,ITM-15360,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Mwj Msah Qtn Blastyk,موج مساح قطن بلاستيك,Mwj Msah Qtn Blastyk,ITM-01288,,Personal Care,pcs,,0.00,0.00,0,5,yes
Mwj Msaha Ardyat 35sm,موج مساحة ارضيات 35سم,Mwj Msaha Ardyat 35sm,ITM-14136,,General,pcs,,0.00,0.00,0,5,yes
Mwj Msaha Ardyat 45sm,موج مساحة ارضيات 45سم,Mwj Msaha Ardyat 45sm,ITM-14137,,General,pcs,,0.00,0.00,0,5,yes
Mwj Msahat Qtn Hdyd,موج مساحات قطن حديد,Mwj Msahat Qtn Hdyd,ITM-07020,,Personal Care,pcs,,0.00,0.00,0,5,yes
Mwj Slk Khshn Dhhby 3 Qta,موج سلك خشن ذهبي 3 قطع,Scrubber 3,ITM-04250,,General,pcs,,0.00,0.00,0,5,yes
Mwja Br Ha Alymwn 1ltr,موجة برئحة اليمون 1لتر,Mwja Br Ha Alymwn Ltr 1L,ITM-05259,,General,L,,0.00,0.00,0,5,yes
Mwllw Hlwa Alsmsmya,موللو حلوى السمسمية,Mwllw Hlwa Alsmsmya,ITM-16604,,General,pcs,,0.00,0.00,0,5,yes
Mwllw Hlwa Alswdany,موللو حلوى السوداني,Mwllw Hlwa Alswdany,ITM-15653,,General,pcs,,0.00,0.00,0,5,yes
Mwlwkhya Mdhsh 400jm,مولوخية مدهش 400جم,Mwlwkhya Mdhsh Jm 400g,ITM-14815,,General,g,,0.00,0.00,0,5,yes
Mwlwkhya Mwntana400j,مولوخية مونتانا400ج,Mwlwkhya Mwntana400j 400g,ITM-01315,,School & Stationery,g,,0.00,0.00,0,5,yes
Mwlynks Khlat 1.5ltr,مولينكس خلاط 1.5لتر,Mwlynks Khlat Ltr 1.5L,ITM-16290,,General,L,,0.00,0.00,0,5,yes
Mwndyly Bazla Khdra Mjmda 400jm,مونديلي بازلاء خضراء مجمدة 400جم,Mwndyly Bazla Khdra Mjmda Jm 400g,ITM-15808,,Frozen Foods,g,,0.00,0.00,0,5,yes
Mwntana Sbankh 400jram,مونتانا سبانخ 400جرام,Mwntana Sbankh 400jram 400g,ITM-11050,,Fresh Produce,pcs,,0.00,0.00,0,5,yes
Mwnty Hlwa Thynya Sada 250jram,مونتي حلوة طحينية سادة 250جرام,Tahini 250g,ITM-10813,,General,pcs,,0.00,0.00,0,5,yes
Mwqd Alrhlat,موقد الرحلات,Mwqd Alrhlat,ITM-03049,,General,pcs,,0.00,0.00,0,5,yes
Mwqd Khrba Y,موقد كهربائي,Electric,ITM-03073,,General,pcs,,0.00,0.00,0,5,yes
Mwsy Alshayr 330m,موسي الشعير 330م,Peeler 330m,ITM-01442,,General,pcs,,0.00,0.00,0,5,yes
Mwsy Bnkha Altwt Alahmr 330ml,موسي بنكهة التوت الاحمر 330مل,Peeler 330ml,ITM-10852,,General,ml,,0.00,5.50,0,5,yes
Mwsy Bnkha Altwt Almthlj 330ml,موسي بنكهة التوت المثلج 330مل,Peeler 330ml,ITM-13034,,General,ml,,0.00,5.50,0,5,yes
Mwsy Bnkha Alymwn 330m,موسي بنكهة اليمون 330م,Peeler 330m,ITM-10853,,General,pcs,,0.00,5.50,0,5,yes
Mwsy Khwkh 330ml,موسي خوخ 330مل,Peeler Peach 330ml,ITM-00870,,General,ml,,0.00,5.50,0,5,yes
Mwsy Rman 330ml,موسي رمان 330مل,Peeler 330ml,ITM-01446,,Fresh Produce,ml,,0.00,5.50,0,5,yes
Mwtw 1kylw,موتو 1كيلو,Mwtw 1kylw,ITM-04993,,General,pcs,,0.00,0.00,0,5,yes
My My Wjba Khfyfa Btam Aljmbry 18jm,مي مي وجبة خفيفة بطعم الجمبري 18جم,Flavored 18g,ITM-16374,,General,g,,0.00,0.00,0,5,yes
Myal Bwbs 375j,ميال بوبس 375ج,Myal Bwbs 375j 375g,ITM-05100,,General,g,,0.00,0.00,0,5,yes
Myks Bst Khlyt Bsbwsa 500 Jram,ميكس بست خليط بسبوسة 500 جرام,Myks Bst Khlyt Bsbwsa Jram 500g,ITM-16024,,General,pcs,,0.00,0.00,0,5,yes
Mylkyz Twfy Mshkl 300j,ميلكيز توفي مشكل 300ج,Mixed 300g,ITM-00450,,General,g,,0.00,0.00,0,5,yes
Mylw Mashmlw Jyly,ميلو ماشملو جيلي,Mylw Mashmlw Jyly,516,,General,pcs,,0.00,5.00,0,5,yes
Mylw Srdyn Mtbwkh,ميلو سردين مطبوخ,Mylw Srdyn Mtbwkh,ITM-05646,,General,pcs,,0.00,0.00,0,5,yes
Mymwryz Dwnat Mhshwa Bmrba Almshmsh240j,ميموريز دونات محشوة بمربى المشمش240ج,Mymwryz Dwnat Mhshwa Bmrba Almshmsh240j 240g,ITM-04928,,General,g,,0.00,0.00,0,5,yes
Mymwryz Dwnat Trya Balkakaw 180j,ميموريز دونات طرية بالكاكاو 180ج,Mymwryz Dwnat Trya Balkakaw 180j 180g,ITM-04552,,General,g,,0.00,0.00,0,5,yes
Mymwryz Fta R Balmshmsh 240jm,ميموريز فطائر بالمشمش 240جم,Mymwryz Fta R Balmshmsh Jm 240g,ITM-14390,,Bread & Bakery,g,,0.00,0.00,0,5,yes
Myn Rwl,مينئ رول,Myn Rwl,ITM-18187,,General,pcs,,0.00,0.00,0,5,yes
Myntwl Mnt Kandy Rwl 18jm,مينتول منت كاندي رول 18جم,Myntwl Mnt Kandy Rwl Jm 18g,ITM-14932,,General,g,,0.00,0.00,0,5,yes
Myny Krwsan Bhshw Akakaw 16qtah,ميني كروسان بحشو اكاكاو 16قطعه,Myny Krwsan Bhshw Akakaw 16qtah,ITM-09162,,General,pcs,,0.00,0.00,0,5,yes
Myny Krwsan Bhshw Altwfy 227j,ميني كروسان بحشو التوفي 227ج,Myny Krwsan Bhshw Altwfy 227j 227g,ITM-05734,,General,g,,0.00,0.00,0,5,yes
Myny Krwsan Bhshw Altwfy 6qta,ميني كروسان بحشو التوفي 6قطع,Myny Krwsan Bhshw Altwfy 6qta,ITM-09163,,General,pcs,,0.00,0.00,0,5,yes
Myrnd Frwala,ميرند فروالة,Myrnd Frwala,131,,General,pcs,,0.00,2.50,0,5,yes
Myrnd Frwala 2.25ltr,ميرند فروالة 2.25لتر,Myrnd Frwala Ltr 2.25L,194,,General,L,,0.00,9.00,0,5,yes
Myrnd Qzaz 250ml,ميرند قزاز 250مل,Myrnd Qzaz Ml 250ml,191,,General,ml,,0.00,2.50,0,5,yes
Myrnd Rman 355ml,ميرند رمان 355مل,Myrnd Rman Ml 355ml,148,,Fresh Produce,ml,,0.00,2.50,0,5,yes
Myrnd Shany,ميرند شاني,Myrnd Shany,132,,General,pcs,,0.00,2.50,0,5,yes
Myrnd Ywsfy 355ml,ميرند يوسفي 355مل,Myrnd Ywsfy Ml 355ml,151,,General,ml,,0.00,2.50,0,5,yes
Myrnda 1 Ltr,ميرندا 1 لتر,Myrnda Ltr 1L,192,,General,L,,0.00,5.00,0,5,yes
Myrnda Anb 355 Ml,ميرندا عنب 355 مل,Myrnda Anb Ml 355ml,ITM-17165,,Fresh Produce,ml,,0.00,0.00,0,5,yes
Myrnda Frwala 1ltr,ميرندا فروالة 1لتر,Myrnda Frwala Ltr 1L,193,,General,L,,0.00,5.50,0,5,yes
Myrnda Frwala 320ml,ميرندا فروالة 320مل,Myrnda Frwala Ml 320ml,171,,General,ml,,0.00,2.50,0,5,yes
Myrnda Hmdyat 150ml,ميرندا حمضيات 150مل,Myrnda Hmdyat Ml 150ml,ITM-11544,,General,ml,,0.00,0.00,0,5,yes
Myrnda Hmdyat 2.25 Lytr,ميرندا حمضيات 2.25 ليتر,Myrnda Hmdyat Lytr 2.25,ITM-06883,,General,pcs,,0.00,9.00,0,5,yes
Myrnda Hmdyat 24hba,ميرندا حمضيات 24حبة,24Pcs 24pcs,216,,General,pcs,,0.00,32.00,0,5,yes
Myrnda Hmdyat 330 Ml,ميرندا حمضيات 330 مل,Myrnda Hmdyat Ml 330ml,ITM-10165,,General,ml,,0.00,0.00,0,5,yes
Myrnda Hmdyat 355 Mly,ميرندا حمضيات 355 ملي,Myrnda Hmdyat Mly 355ml,ITM-07166,,General,ml,,0.00,0.00,0,5,yes
Myrnda Hmdyat 355ml,ميرندا حمضيات 355مل,Myrnda Hmdyat Ml 355ml,207,,General,ml,,0.00,2.50,0,5,yes
Myrnda Hmdyat 500 Mly,ميرندا حمضيات 500 ملي,Myrnda Hmdyat Mly 500ml,ITM-09533,,General,L,,0.00,0.00,0,5,yes
Myrnda Hmdyat Qzaz,ميرندا حمضيات قزاز,Myrnda Hmdyat Qzaz,208,,General,pcs,,0.00,2.50,0,5,yes
Myrnda Khwkh 355 Ml,ميرندا خوخ 355 مل,Peach 355ml,ITM-17164,,General,ml,,0.00,0.00,0,5,yes
Myrnda Shmam,ميرندا شمام,Myrnda Shmam,160,,General,pcs,,0.00,2.50,0,5,yes
Myrndahmdyat 1ltr,ميرنداحمضيات 1لتر,Myrndahmdyat Ltr 1L,ITM-10590,,General,L,,0.00,5.00,0,5,yes
Myrw,ميرو,Myrw,ITM-18204,,General,pcs,,0.00,12.00,0,5,yes
Myrw Bskwt,ميرو بسكوت,Myrw Bskwt,ITM-18213,,General,pcs,,0.00,0.50,0,5,yes
Mysa Mrba Alfwakh450jm,ميساء مربى الفواكه450جم,Mysa Mrba Alfwakh450 Jm 450g,ITM-14856,,General,g,,0.00,0.00,0,5,yes
Mysa Mrba Almshmsh 450jm,ميساء مربى المشمش 450جم,Mysa Mrba Almshmsh Jm 450g,ITM-14854,,General,g,,0.00,0.00,0,5,yes
Mysa Mrby Ala Nanas450jram,ميسا مربي الا ناناس450جرام,Mysa Mrby Ala Nanas450jram 450g,ITM-04495,,General,pcs,,0.00,0.00,0,5,yes
Mysw Hna,ميسو حنة,Mysw Hna,ITM-11257,,General,pcs,,0.00,5.00,0,5,yes
Myta Swl Ltlmya Almaadn Walnhas 125jram,ميتا سول لتلميع المعادن والنحاس 125جرام,Myta Swl Ltlmya Almaadn Walnhas 125jram 125g,ITM-05379,,General,pcs,,0.00,0.00,0,5,yes
Mywmywmqrmshat Bnkha Aldhra 50jm,ميوميومقرمشات بنكهة الذرة 50جم,Corn 50g,ITM-14644,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Mywmywmqrmshat Bnkha Alhar Wmtbl 60jm,ميوميومقرمشات بنكهة الحار ومتبل 60جم,Hot 60g,ITM-08534,,General,g,,0.00,4.50,0,5,yes
Mywmywmqrmshat Btam Hbar Albhr 60jm,ميوميومقرمشات بطعم حبار البحر 60جم,Flavored 60g,ITM-04845,,General,g,,0.00,0.00,0,5,yes
